recruiment_id,user_id,title_aspect,desc_aspect,company_aspect,poster_aspect,other_aspect,label,explanation
68825917,10,positive,positive,neutral,neutral,positive,clean,Thông tin đầy đủ
68888325,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68820685,10,negative,negative,positive,not_mentioned,negative,warning,"Case gấp gáp, mức lương không phù hợp, công việc không rõ ràng"
68858793,10,positive,negative,positive,not_mentioned,positive,warning,công việc chưa cụ thể
68891096,10,negative,positive,neutral,not_mentioned,positive,warning,Case gấp gáp
68830285,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68865945,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68891193,10,positive,negative,positive,not_mentioned,negative,warning,"Case hứa hẹn, không rõ mức lương"
68845745,10,positive,negative,positive,not_mentioned,positive,warning,"Tin tuyển dụng ngắn gọn, không rõ ràng, liên quan đến BH"
68823557,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
64799711,10,negative,positive,not_mentioned,neutral,positive,warning,Case gấp gáp
68751726,10,positive,positive,positive,positive,positive,clean,Thông tin đầy đủ
63966549,10,positive,positive,not_mentioned,neutral,positive,clean,"Thông tin đầy đủ, chưa biết tên công ty"
68851177,10,negative,positive,negative,neutral,positive,warning,Case gấp gáp
68667999,10,positive,negative,negative,neutral,positive,warning,Tin tuyển dụng không rõ ràng
68273156,10,positive,positive,negative,neutral,negative,clean,Thông tin đầy đủ
68901389,10,positive,positive,negative,neutral,positive,clean,Thông tin đầy đủ
68876213,10,positive,negative,positive,neutral,positive,seeding,"Case nhiều phúc lợi, hứa hẹn"
64700191,10,negative,positive,neutral,positive,positive,warning,"Case gấp gáp, có thể là tư nhân"
68796066,10,neutral,positive,negative,neutral,positive,clean,"Thông tin đẩy đủ, có thể là tư nhân"
68049227,10,positive,positive,positive,neutral,positive,clean,Thông tin đầy đủ
68876236,10,positive,negative,positive,neutral,not_mentioned,warning,"Không đề cập đến lương, liên quan đến BH"
68867021,10,positive,positive,negative,neutral,positive,clean,"Thông tin đầy đủ, không rõ tên công ty"
68891862,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68817110,10,positive,positive,positive,neutral,negative,warning,Không đề cập đến lương
68878625,10,positive,negative,negative,not_mentioned,positive,warning,"Yêu cầu CCCD gốc, liên quan đến BH"
68804928,10,positive,positive,negative,neutral,positive,clean,"Công ty tư nhân, thông tin đầy đủ"
68885581,10,positive,negative,positive,neutral,not_mentioned,seeding,Phúc lợi: BHYT
68140822,10,positive,positive,not_mentioned,neutral,negative,warning,"Thông tin tương đối đầy đủ, không đề cập đến lương ở other_aspect, công ty tư nhân"
64485257,10,negative,positive,not_mentioned,neutral,negative,warning,"Có tiền lương ngay title, không đề cập lương other_aspect"
68893857,10,positive,positive,negative,not_mentioned,positive,clean,"Thông tin đầy đủ, công ty có thể là tư nhân"
68865945,7,positive,positive,positive,not_mentioned,positive,clean,"Thông tin mô tả đầy đủ, có thông tin cụ thể về mức lương, thời gian làm việc"
68891193,7,positive,negative,positive,not_mentioned,negative,warning,"Thông tin mức lương trong phần other quá cao, phần mô tả tuyển dụng mang tính chất lừa đảo, đa cấp"
68845745,7,positive,negative,positive,not_mentioned,positive,warning,"Phần thông tin mô tả tuyển dụng mơ hồ, không có thông tin việc làm cụ thể"
68823557,7,positive,positive,positive,not_mentioned,positive,clean,"Thông tin mô tả đầy đủ, đây có thể là công ty tư nhân"
64799711,7,negative,positive,not_mentioned,neutral,positive,warning,Tên tiêu đề tuyển dụng mang tính chất gấp gáp
68751726,7,negative,negative,negative,neutral,positive,clean,Thông tin mô tả khá đầy đủ
63966549,7,positive,positive,not_mentioned,neutral,positive,clean,"Thông mô tả khá đầy đủ, có thông tin mức lương, thời gian làm việc và yêu cầu cụ thể"
68851177,7,negative,negative,negative,neutral,positive,warning,"Tên tiêu đề tuyển dụng mang tính gấp gáp, tên công ty không tồn tại và có quá nhiều hứa hẹn trong phần mô tả"
68667999,7,positive,negative,negative,neutral,positive,warning,"Phần mô tả tuyển dụng không mang tính chất tuyển dụng, tên công ty không hợp lệ"
68273156,7,positive,positive,negative,neutral,not_mentioned,clean,"Thông tin mô tả đầy đủ, đây có thể là lao động đặc thù"
68901389,7,neutral,positive,negative,neutral,positive,clean,Thông tin mô tả tuyển dụng đầy đủ
68876213,7,positive,negative,positive,not_mentioned,positive,seeding,"Phần mô tả tuyển dụng có nhiều hứa hẹn, trong đó có hứa hẹn quyền lợi về BHXH"
64700191,7,negative,positive,negative,neutral,positive,warning,"Tên tiêu đề tuyển dụng mang tính gấp gáp, tên công ty không hợp lệ"
68796066,7,negative,negative,negative,neutral,positive,warning,"Tên tiêu đề không hợp lý, phần mô tả có hứa hẹn quyền lợi về bảo hiểm, thông tin về mức lương không nhất quán"
68049227,7,positive,positive,positive,neutral,positive,clean,"Thông tin mô tả đầy đủ, đây có thể công ty tư nhân"
68876236,7,positive,negative,positive,not_mentioned,negative,warning,"Phần thông tin về hợp đồng không có mức lương cụ thể, trong phần mô tả tuyển dụng có quyền lợi về BHYT, BHTN và địa chỉ làm việc không nhất quán"
68867021,7,positive,positive,negative,neutral,positive,clean,Thông tin mô tả tuyển dụng khá đầy đủ
68891862,7,positive,positive,positive,not_mentioned,positive,clean,Phần thông tin mô tả đầy đủ
68817110,7,positive,negative,positive,neutral,negative,warning,Tuyển dụng không có mức lương cụ thể
68878625,7,positive,negative,negative,not_mentioned,positive,warning,"Tuyển dụng có yêu cầu giữ giấy tờ cccd gốc, tên công ty không tồn tại"
68804928,7,positive,positive,positive,neutral,positive,clean,Thông tin tuyển dụng đầy đủ
68885581,7,positive,negative,positive,neutral,negative,seeding,"Phần other không có thông tin mức lương cụ thể, phần mô tả có nhiều hứa hẹn, trong đó có hứa hẹn về BHXH, BHYT"
68140822,7,negative,negative,not_mentioned,neutral,negative,warning,Không phải tin tuyển dụng
64485257,7,negative,negative,not_mentioned,neutral,negative,warning,"Thông tin tiêu đề có chứa mức lương không nhất quán, phần mô tả có yêu cầu giữ giấy tờ cmnd gốc"
68893857,7,positive,positive,negative,not_mentioned,positive,warning,Tên công ty không tồn tại
68079451,9,positive,positive,negative,neutral,positive,clean,"- tin tuyển dụng với title cụ thể rõ ràng công việc, đi thẳng vào vấn đề
- quyền lợi vừa đủ, không gây hứa hẹn
- tuy nhiên thông tin công ty không rõ ràng, chắc là do đây chỉ là công việc tại gia nên vẫn có thông tin địa chỉ.
- số điện thoại contact không trùng khớp với ở phần body"
68790028,9,positive,negative,negative,neutral,positive,seeding,"Title và type matching với nhau
Lương thưởng rõ ràng hợp lý, nhưng BHYT là không là quyền lợi, mà là yêu cầu bắt buộc theo đúng với pháp luật"
68818109,9,positive,positive,positive,neutral,negative,warning,"Title và type matching
Body tuyển nhân viên ca tối chỉ 4,5 tiếng nhưng lại ghi lương là toàn thời gian (8 tiếng)"
68045191,9,negative,positive,positive,neutral,positive,warning,"Title với type matching nhưng title có để chữ GẤP
Địa chỉ công ty trùng với địa điểm tuyển dụng
Lương thưởng với mô tả matching
Thông tin đầy đủ không cần bổ sung thêm"
68845758,9,neutral,negative,positive,neutral,positive,warning,"type ngành nghề khác cần ghi rõ lĩnh vực công việc
body mô tả yêu cầu cần cccd gấp
max lương chưa phù hợp với body nhưng tạm chấp nhận được
thông tin tương đối đầy đủ
"
68078902,4,negative,negative,negative,neutral,positive,seeding,"Chưa có địa chỉ rõ ràng, chưa thể xác thực được công ty, BHYT."
68087726,9,positive,positive,negative,not_mentioned,positive,seeding,"title và job type phù hợp
company name chưa có tên xưởng
"
68846357,9,positive,positive,positive,neutral,positive,clean,"sạch sẽ và gọn gàng
title và job type liên quan
mô tả rõ ràng
có tên cty contact chính xác
"
68200850,9,positive,negative,positive,neutral,positive,seeding,"tin rõ ràng, đày đủ thông tin chỉ hơi typo
BHXH là điều bắt buộc phải có theo pháp luật chứ không được xem là 1 quyền lợi"
68809990,9,positive,negative,negative,neutral,positive,warning,"mô tả có BHYT nhưng không có theo chế độ nhà nước 
"
68886703,9,positive,negative,positive,not_mentioned,positive,seeding,"đầy đủ nhưng mô tả có BHYT, tuy nhiên BHYT hay BHXH đều là những điều bắt buộc theo pháp luật đề ra"
68872784,9,positive,negative,positive,neutral,negative,warning,"title và job type không đồng nhất, mô tả lộn xộn không hiểu mô tả công việc là gì
lương trên mô tả 50k/h nhưng dưới others 5tr4-9tr6 "
68752026,9,positive,positive,neutral,not_mentioned,positive,seeding,tên công ty không có
68769379,9,positive,positive,positive,neutral,negative,warning,"tiêu đề phù hợp với job type
mô tả đủ yc
tên quán rõ ràng
others không đúng như mô tả về lương ( mô tả là theo tháng/ dưới others là theo ngày )"
68837698,9,positive,positive,positive,not_mentioned,positive,clean,"mô tả phù hợp vớ job type
rõ ràng sạch sẽ"
68803098,9,negative,negative,negative,neutral,positive,warning,"tiêu đề có chữ GẤP
mô tả cung có chữ GẤP
company ko xác thực"
68733984,9,positive,positive,negative,not_mentioned,positive,clean,"rõ ràng, tên cty không xác định (do tính chất công việc chỉ là công việc bảo vệ)"
62616820,9,positive,positive,negative,not_mentioned,not_mentioned,warning,"title +job type ổn
mô tả BH nhưng không có theo chế độ nhà nước 
others không có lương
tên công ty ko có, mục others thiếu lương + loại hinh làm việc"
43954033,9,positive,negative,positive,neutral,not_mentioned,warning,"others ko có lương
mô tả có để BHYT nhưng không có theo chế độ nhà nước "
68836574,9,positive,negative,positive,not_mentioned,positive,warning,mô tả có cần cccd gốc 
68825917,9,positive,positive,neutral,neutral,positive,clean,"mô tả tiêu đề và lĩnh vực hợp nhau
tên công ty k xác thực "
68888325,9,positive,positive,positive,not_mentioned,positive,clean,"tiêu đề và job type chính xác
mô tả rõ ràng đầy đủ
tên công ty xác thực đủ contact"
68820685,9,negative,negative,positive,not_mentioned,positive,warning,"title + mô tả đều có chữ GẤP 
tên công ty xác thực "
68858793,9,positive,positive,negative,not_mentioned,negative,warning,"rõ ràng và đầy đủ thôn tin ở các mục
tuy nhiên tuyển dụng ở phần mô tả là tuyển dụng thời vụ nhưng dưới others lại ghi hợp đồng toàn thơi gian "
68891096,9,negative,positive,neutral,not_mentioned,positive,warning,TITLE CÓ CHỮ GẤP
68830285,9,positive,positive,positive,not_mentioned,positive,clean,sạch đệp và đầy đủ thông tin
68865945,9,positive,positive,positive,not_mentioned,positive,clean,"thông tin đầy đủ, tương dối rõ ràng"
68891193,9,positive,negative,positive,not_mentioned,positive,seeding,mô tả chứa những nội dung ngoài phạm vi miêu tả công việc
68845745,9,positive,negative,positive,not_mentioned,positive,warning,"mô tả sơ sài có BHYT nhưng k theo pháp luật
"
68823557,9,positive,positive,positive,not_mentioned,positive,clean,"title và job type liên quan
mô tả đầy đủ các thông tin liên quan"
64799711,9,negative,negative,not_mentioned,not_mentioned,positive,warning,trong tiêu đề và mô tả đều có chữ gấp không có tên công ty
68751726,9,positive,negative,positive,neutral,positive,seeding,BHYT là điều bắt buộc theo yêu cầu của pháp luật
63966549,9,positive,positive,not_mentioned,neutral,positive,seeding,không có tên công ty rõ ràng nhưng vẫn chấp nhận được
68851177,9,negative,positive,negative,neutral,positive,warning,"tiêu đề có chữ gấp 
ko có tên công ty
"
68667999,9,positive,negative,negative,neutral,positive,warning,tieu đề là tuyển giúp việc nhưng mô tả là cung cấp
68273156,9,positive,positive,negative,neutral,not_mentioned,seeding,"mục others ko có lương
mô tả đầy đủ, không có tên công ty vì đây thuộc mẫu công việc tại gia"
68901389,9,positive,positive,negative,not_mentioned,positive,clean,"chưa có tên công ty
mô tả công việc phù hợp với tiêu đề và ngành nghề"
68876213,9,positive,negative,positive,not_mentioned,positive,seeding,"mô tả phù hợp với title và lĩnh vực tuyển dụng 
BHXH nhung không có theo chế độ nhà nước, đồng thời BHXH là bắt buộc theo pháp luật"
64700191,9,negative,positive,neutral,neutral,positive,warning,"tuyển gấp, lương trên mô tả chưa phù hợp với mục others "
68796066,9,negative,positive,negative,neutral,positive,warning,"title ko thể hiện công việc đang cần tuyển là gì
mô tả BH nhưng không có theo chế độ nhà nước , ko có tên công ty"
68049227,9,positive,positive,not_mentioned,not_mentioned,positive,clean,không có tên người contact
68876236,9,positive,negative,positive,not_mentioned,not_mentioned,warning,"mô tả đề cạp đến BHYT 
others ko có lương 
"
68867021,9,positive,positive,negative,not_mentioned,positive,seeding,"ko có tên công ty rõ ràng nhưng vẫn chấp nhận đuọc, tuy nhiên không biết nguòi tuyển dụng là ai "
68891862,9,positive,positive,positive,not_mentioned,positive,clean,"mô tả đầy đủ, tên công ty và người liên hệ rõ ràng
title không rõ lắm sact "
68817110,9,neutral,negative,positive,neutral,not_mentioned,warning,"title có chữ nhiều tuyển dụng nhiều 
mô tả rõ ràng hơp lý nhưng nguyên bài chưa đề câp gì tới lương"
68878625,9,positive,negative,negative,not_mentioned,positive,warning,"cần cccd gốc, không có tên công ty 
"
68804928,9,positive,negative,negative,neutral,positive,warning,"tiêu đề phù hợp với lĩnh vực 
mô tả khá hướng hẹn về lương bổng về việc nhận lương ngay"
68885581,9,negative,negative,positive,neutral,not_mentioned,warning,"mô tả có hứa hẹn và BHYT
tieu đề có nhận bổ túc
others ko lương"
68140822,9,positive,positive,not_mentioned,neutral,not_mentioned,warning,không phải tin tuyển dụng mà là tin quảng cáo
64485257,9,positive,negative,not_mentioned,neutral,not_mentioned,warning,"mô tả yêu cầu chứng minh nhân dân gốc 
phần others ko co luong"
68893857,9,positive,positive,negative,not_mentioned,positive,clean,không có tên công ty xác thực
68819681,10,neutral,negative,positive,neutral,negative,warning,"Case liên quán đến BHYT, không đề cập "
68787776,6,negative,positive,positive,neutral,negative,warning,Đây không phải là tin tuyển dụng.
68846321,6,negative,negative,negative,not_mentioned,positive,warning,"Tiêu đề gấp gáp, hối thúc. Benefit và Certificate không rõ ràng."
68873247,6,positive,positive,positive,not_mentioned,negative,warning,Hình thức trả lương không nhất quán.
68866609,6,positive,negative,positive,not_mentioned,positive,seeding,Benefit có bhyt.
68837509,6,positive,negative,positive,not_mentioned,positive,seeding,"Quyền lợi hứa hẹn, không rõ ràng."
68887079,6,positive,negative,positive,not_mentioned,negative,warning,Quyền lợi hứa hẹn nhưng không rõ ràng. Mức lương không nhất quán.
68797913,6,positive,negative,positive,neutral,negative,warning,"Hứa hẹn về lương, thưởng. Mức lương tối thiểu cho vùng I là 22.5k/h, còn trong tin tuyển dụng là 21k/h. Mức lương không nhất quán."
68894764,6,positive,negative,positive,not_mentioned,positive,seeding,Lợi ích có du lịch. Hứa hẹn thưởng.
64493632,6,negative,positive,positive,neutral,negative,warning,Tiêu đề chứa lương.
68665735,6,positive,positive,negative,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
64785554,6,positive,positive,positive,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
64410520,6,positive,positive,positive,neutral,not_mentioned,clean,"Thông tin đầy đủ, nhất quán."
68827970,6,positive,negative,positive,neutral,negative,warning,Quyền lợi có bảo hiểm và teambuilding. Mức lương không nhất quán.
68178547,6,positive,positive,positive,neutral,negative,warning,Mức lương không nhất quán.
68158687,6,positive,negative,negative,neutral,negative,warning,Quyền lợi có bảo hiểm. Hứa hẹn đi làm gần nhà. Mức lương không nhất quán. Tên công ty là tên riêng.
68850560,6,positive,positive,positive,not_mentioned,positive,seeding,Benefit có bảo hiểm.
68837272,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68788289,6,positive,negative,negative,neutral,positive,seeding,Hứa hẹn thưởng thêm. Mô tả quá ngắn gọn.
68862468,6,positive,positive,positive,not_mentioned,positive,warning,Mức lương không nhất quán.
68848818,6,positive,negative,positive,not_mentioned,positive,seeding,"Mô tả còn ngắn gọn, mơ hồ."
68785513,6,positive,negative,positive,neutral,positive,seeding,"Hứa hẹn thời gian, quyền lợi. Quyền lợi có BHXH, BHYT"
68883841,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin nhất quán, rõ ràng, đầy đủ."
68861529,6,negative,negative,negative,neutral,positive,warning,"Tiêu đề gấp gáp, hối thúc. Quyền lợi có bảo hiểm. Tên công ty là tên riêng."
68806461,6,negative,positive,positive,neutral,negative,warning,Không có job_type. Phần other không có mức lương.
68835375,6,positive,positive,negative,not_mentioned,negative,warning,Mức lương không nhất quán. Tên công ty là tên riêng.
68880391,6,negative,positive,negative,not_mentioned,positive,warning,"Tiêu đề gấp gáp, hối thúc."
68851983,6,positive,negative,positive,not_mentioned,positive,warning,"Thông tin mô tả quá ngắn gọn, mơ hồ."
68843334,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin nhất quán, rõ ràng, đầy đủ."
68892400,6,positive,negative,positive,neutral,positive,seeding,Benefit có bảo hiểm.
68769902,6,positive,positive,negative,neutral,positive,clean,"Thông tin nhất quán, rõ ràng, đầy đủ."
68832086,6,positive,negative,positive,not_mentioned,positive,warning,"Quyền lợi hứa hẹn, không rõ ràng. Mô tả quá ngắn, mơ hồ (không rõ hình thức kinh doanh,...)"
68900523,6,negative,negative,positive,neutral,positive,warning,Đây không phải tin tuyển dụng.
68265700,10,negative,positive,positive,neutral,positive,warning,"Case title gấp gáp, thông tin tương đối đầy đủ"
68876341,10,negative,negative,not_mentioned,neutral,negative,warning,Không phải tin tuyển dụng
68890406,10,neutral,negative,positive,not_mentioned,positive,seeding,Case hứa hẹn
68183350,10,negative,negative,not_mentioned,neutral,negative,warning,Không phải tin tuyển dụng
68893296,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68849479,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68867991,10,positive,positive,positive,neutral,positive,clean,Thông tin đầy đủ
68859133,10,positive,negative,neutral,not_mentioned,positive,warning,Liên quan đến nộp hồ sơ gốc
68873044,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68893770,10,positive,negative,positive,not_mentioned,positive,seeding,"Không nêu rõ nội dung làm việc cụ thể, lợi ích không rõ ràng"
68787776,10,negative,negative,not_mentioned,neutral,negative,warning,Không phải tin tuyển dụng
68846321,10,neutral,negative,positive,neutral,positive,warning,"Case title chứa ""đi làm ngay"" gấp gáp, nội dung tuyển dụng ngắn gọn"
68873247,10,positive,positive,positive,not_mentioned,negative,warning,Lương trả theo tháng ở other khác với body
68866609,10,positive,negative,positive,not_mentioned,positive,seeding,Case liên quan đến BHYT
68837509,10,positive,negative,positive,not_mentioned,positive,seeding,Case benefit: Nhiều quyền lợi
68887079,10,positive,negative,positive,not_mentioned,positive,seeding,Case benefit: Nhiều quyền lợi	
68797913,10,neutral,positive,positive,neutral,positive,clean,Thông tin đầy đủ
68894764,10,positive,negative,positive,not_mentioned,positive,seeding,"Tin tuyển dụng ngắn gọn, không rõ công việc cụ thể"
64493632,10,negative,negative,not_mentioned,neutral,negative,warning,"Có lương ngay title, cần CMND gốc"
68665735,10,positive,positive,negative,neutral,positive,clean,Thông tin đầy đủ
64785554,10,neutral,negative,not_mentioned,neutral,positive,clean,Thông tin đầy đủ
64410520,10,positive,positive,negative,neutral,not_mentioned,clean,Thông tin đầy đủ
68827970,10,positive,negative,positive,neutral,positive,seeding,Case liên quan đến BHYT
68178547,10,positive,positive,positive,neutral,positive,clean,"Thông tin đầy đủ, lđpt"
68158687,10,positive,positive,negative,neutral,positive,seeding,Case liên quan đến BHYT
68850560,10,positive,positive,positive,neutral,positive,seeding,"Thông tin đầy đủ, lđpt, tuy nhiên có BHYT"
68837272,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68788289,10,positive,positive,neutral,neutral,positive,clean,Thông tin đầy đủ
68862468,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68848818,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68785513,10,positive,negative,neutral,neutral,positive,warning,Cần hồ sơ gốc
68883841,10,positive,positive,positive,neutral,positive,clean,Thông tin đầy đủ
68861529,10,negative,positive,negative,neutral,positive,warning,Case gấp gáp
68806461,10,not_mentioned,positive,not_mentioned,neutral,negative,clean,Thông tin đầy đủ
68835375,10,positive,positive,negative,not_mentioned,positive,clean,Thông tin đầy đủ
68880391,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68851983,10,negative,positive,positive,not_mentioned,positive,warning,Case gấp gáp
68843334,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68892400,10,positive,negative,positive,neutral,positive,seeding,Case liên quan đến BHYT
68769902,10,positive,positive,negative,positive,positive,clean,"Thông tin đầy đủ, tin tuyển dụng cá nhân"
68832086,10,positive,negative,positive,not_mentioned,positive,seeding,"Tin tuyển dụng không rõ ràng công việc, benefit: đầy đủ các quyền lợi"
68900523,10,positive,positive,not_mentioned,neutral,positive,warning,Không phải tin tuyển dụng
68832101,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68823936,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68894507,10,positive,positive,negative,neutral,positive,clean,Thông tin đầy đủ
68896313,10,negative,positive,positive,not_mentioned,positive,warning,Case có chứa hoa hồng
68011249,10,positive,positive,negative,neutral,positive,clean,Thông tin đầy đủ
68826407,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68841862,10,positive,positive,positive,neutral,positive,clean,Thông tin đầy đủ
68808646,10,positive,negative,positive,neutral,positive,seeding,Case liên quan đến BHYT
68832101,6,positive,negative,positive,not_mentioned,positive,seeding,Benefit không rõ ràng
68823936,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68894507,6,positive,positive,negative,not_mentioned,positive,clean,"Thông tin rõ ràng, đầy đủ, nhất quán."
68896313,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin rõ ràng, đầy đủ, nhất quán."
68011249,6,positive,negative,negative,neutral,positive,seeding,Tiền hoa hồng quá cao so với mức lương thường.
68826407,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68841862,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68808646,6,positive,negative,positive,neutral,positive,seeding,"Quyền lợi có BHXH, BHYT, BHTN, du lịch."
68894537,6,negative,negative,negative,neutral,positive,seeding,"Tiêu đề chứa tiền lương, tuy nhiên có nhất quán. Quyền lơi có các loại bảo hiểm"
68882802,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, nhất quán, rõ ràng."
68844744,6,positive,negative,positive,not_mentioned,positive,warning,"Mô tả quá ngắn, mơ hồ, không rõ ràng yêu cầu, công việc cần làm, chế độ không rõ ràng."
68827083,6,positive,negative,positive,not_mentioned,positive,seeding,"Quyền lợi có bảo hiểm, hứa hẹn thăng tiến."
68895927,6,positive,negative,positive,not_mentioned,negative,warning,Phúc lợi có BHXH. Mức lương không nhất quán.
68869382,6,positive,negative,positive,not_mentioned,positive,seeding,"Quyền lợi có du lịch, hứa hẹn thưởng, bảo hiểm."
68815159,6,positive,positive,positive,not_mentioned,negative,warning,Mức lương không nhất quán.
68821488,6,positive,negative,positive,not_mentioned,negative,warning,"Quyền lợi có bảo hiểm, hứa hẹn thưởng. Mức lương không nhất quán."
68199949,6,positive,positive,positive,neutral,positive,warning,Đây không phải là tin tuyển dụng.
68265700,9,negative,positive,positive,neutral,positive,warning,"title có chứa từ gấp 
các phần còn lại khá rõ ràng và đầy đủ"
68876341,9,positive,negative,not_mentioned,neutral,positive,warning,"không phải tin tuyển dụng
BENEFIT CÓ BH nhưng không có theo chế độ nhà nước "
68890406,9,negative,negative,positive,not_mentioned,positive,warning,"hứa hẹn nhiều quyền lợi, công ty xác thực "
68183350,9,neutral,negative,not_mentioned,neutral,not_mentioned,warning,không phải tin tuyển dụng
68893296,9,positive,positive,positive,not_mentioned,positive,warning,"title đầy đủ
mô tả đầy đủ chi tiết
tuy nhiên lương không match và nhiều hứa hẹn
"
68849479,9,positive,positive,positive,not_mentioned,positive,clean,"title rõ ràng
công việc mô tả rõ ràng"
68867991,9,neutral,positive,positive,neutral,positive,clean,"title tuyển nv kĩ thuật nhưng job thì tuyển ngành khác
yêu cầu kinh nghiệm 10 năm nhưng tuyểm từ độ tuổi 18"
68859133,9,positive,negative,positive,not_mentioned,positive,warning,"title rõ ràng 
công việc hợp lý, đầy đủ thông tin
yêu cầu CMND GỐC"
68899133,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68846103,6,negative,negative,positive,neutral,positive,warning,"Tiêu đề gấp gáp, hối thúc. Quyền lợi có bảo hiểm, hứa hẹn chỗ ở và thưởng."
68873044,9,positive,positive,positive,not_mentioned,positive,clean,"title rõ ràng 
mô tả công việc chi tiết 
công ty xác thực"
68870144,6,positive,negative,positive,not_mentioned,positive,seeding,Quyền lợi không rõ ràng.
68895845,6,positive,positive,negative,not_mentioned,positive,clean,"Thông tin rõ ràng, nhất quán, đầy đủ."
68815154,6,positive,positive,negative,not_mentioned,negative,warning,"Việc làm bán thời gian ở vùng II có mức lương tối thiểu là 20k/h, còn trong tin tuyển dụng là 17k/h."
63663770,6,positive,negative,positive,neutral,positive,seeding,Quyền lợi có du lịch.
68893770,9,positive,negative,positive,not_mentioned,positive,seeding,"mô tả nhiều lời hứa hẹn, không có mô tả về chi tết công việc rõ ràng ra sao"
68862650,6,positive,positive,positive,not_mentioned,negative,warning,Không đề cập đến lương.
68859469,6,positive,negative,positive,not_mentioned,positive,seeding,"Hứa hẹn ăn uống, đi chơi."
68787776,9,negative,positive,not_mentioned,neutral,not_mentioned,warning,không phải tin tuyển dụng 
68688720,6,positive,positive,positive,neutral,positive,clean,"Thông tin rõ ràng, nhất quán, đầy đủ."
68846321,9,negative,negative,negative,not_mentioned,positive,warning,"title chứa chữ NGAY
tên công ty không xác thực 
mô tả sơ sài, các phần benefit và certification điền không đúng"
68901246,6,negative,negative,positive,not_mentioned,negative,warning,"Tiêu đề hấp dẫn, hứa hẹn. Quyền lợi hứa hẹn hoa hồng hấp dẫn. Mức lương quá cao."
68820455,6,positive,negative,positive,not_mentioned,positive,warning,"Mô tả quá ngắn, mơ hồ: không rõ ràng yêu cầu, công việc cần làm, benefit có bảo hiểm."
64158398,6,negative,negative,positive,neutral,positive,warning,"Tiêu đề gấp gáp, hối thúc, có chứa mức lương. Quyền lợi có bảo hiểm."
68807703,6,negative,negative,negative,not_mentioned,positive,warning,"Tiêu đề gấp gáp, hối thúc. Quyền lợi có bảo hiểm."
68876483,6,positive,negative,negative,neutral,positive,seeding,"Quyền lợi có bảo hiểm, lương thưởng."
68713648,6,negative,negative,negative,neutral,positive,warning,"Tiêu đề gấp gáp, hối thúc. Quyền lợi có bảo hiểm, du lịch."
68873247,9,positive,positive,positive,not_mentioned,negative,warning,lương trên mô tả trả theo ngày nhưng ở dưới other trả theo tháng 
68822242,6,negative,negative,negative,neutral,positive,warning,"Tiêu đề gấp gáp, hối thúc. Quyền lợi có du lịch, hứa hẹn thăng tiến."
68866609,9,positive,negative,positive,not_mentioned,positive,seeding,BHYT  nhưng không theo chế độ nhà nước 
68268961,6,negative,negative,positive,neutral,positive,warning,"Tiêu đề gấp gáp, hối thúc. Quyền lợi có bảo hiểm."
68850790,6,positive,negative,positive,not_mentioned,positive,seeding,Quyền lợi có BHXH.
68846692,6,positive,negative,positive,not_mentioned,positive,warning,"Mô tả quá ngắn gọn, mơ hồ."
68891946,6,negative,negative,negative,neutral,positive,warning,"Tiêu đề gấp gáp, hối thúc. Quyền lợi có du lịch, hứa hẹn lương thưởng."
